tên_bệnh,hội_chứng,chủ_chứng,triệu_chứng,lưỡi,mạch,bài_thuốc,vị_thuốc
Nội thương phát nhiệt,Khí hư phát nhiệt,"sốt, phát nhiệt, phát sốt, triều nhiệt, cốt chưng, ngũ tâm phiền nhiệt, nóng trong, sốt về chiều","Sốt nhẹ, thường sốt tăng khi mệt nhọc lao lực, đầu váng, thân thể mỏi mệt, hụt hơi ngại nói, tự ra mồ hôi, sợ gió, ăn kém, đại tiện lỏng nhão. Lưỡi nhợt bệu, rêu trắng mỏng; mạch tế nhược hoặc hư đại vô lực","đại tiện lỏng nhão. Lưỡi nhợt bệu, rêu trắng mỏng; mạch tế nhược hoặc hư đại vô lực",,Bổ trung ích khí thang,"Hoàng kỳ (chích), Nhân sâm, Bạch truật, Cam thảo (chích), Đương quy, Trần bì, Thăng ma, Sài hồ"
Nội thương phát nhiệt,Dương hư phát nhiệt,"sốt, phát nhiệt, phát sốt, triều nhiệt, cốt chưng, ngũ tâm phiền nhiệt, nóng trong, sốt về chiều","Sốt mà lại muốn mặc thêm áo ấm, sợ lạnh, chân tay lạnh, sắc mặt trắng nhợt, đầu váng hay quên, lưng gối mỏi lạnh, đại tiện lỏng, tiểu tiện trong dài. Lưỡi nhợt bệu, có hằn răng, rêu trắng nhuận; mạch trầm tế vô lực hoặc phù đại vô lực","tiểu tiện trong dài. Lưỡi nhợt bệu, rêu trắng nhuận; mạch trầm tế vô lực hoặc phù đại vô lực",,Kim quỹ thận khí hoàn,"Thục địa, Sơn thù du, Sơn dược, Trạch tả, Đơn bì (Mẫu đơn bì), Bạch phục linh, Quế chi (Nhục quế), Phụ tử (chế)"
Nội thương phát nhiệt,Khí uất phát nhiệt,"sốt, phát nhiệt, phát sốt, triều nhiệt, cốt chưng, ngũ tâm phiền nhiệt, nóng trong, sốt về chiều","Sốt lúc lên lúc xuống, phát nhiệt thay đổi theo tình chí, hay gặp lúc uất ức tức giận; tinh thần uất ức hoặc dễ cáu gắt, ngực sườn đầy tức, miệng đắng khô, hay thở dài, ợ hơi, phụ nữ kinh nguyệt không đều, vú căng tức. Lưỡi đỏ, rêu vàng mỏng; mạch huyền sác","vú căng tức. Lưỡi đỏ, rêu vàng mỏng; mạch huyền sác",,Đan chi tiêu dao tán,"Sài hồ, Đương quy, Bạch thược, Bạch truật, Bạch phục linh, Cam thảo (chích), Mẫu đơn bì, Chi tử (sao), Bạc hà, Sinh khương (Ổi khương)"
Nội thương phát nhiệt,Huyết ứ phát nhiệt,"sốt, phát nhiệt, phát sốt, triều nhiệt, cốt chưng, ngũ tâm phiền nhiệt, nóng trong, sốt về chiều","Sốt về chiều hoặc đêm, có khi tự cảm thấy trong người nóng bức mà sờ ngoài da không nóng lắm, miệng khô mà chỉ muốn ngậm nước không muốn nuốt, thân thể có chỗ đau cố định như kim châm, da dẻ khô sạm, môi lưỡi tím tối, có thể có khối tích. Lưỡi tím tối hoặc có điểm ứ huyết ban ứ; mạch huyền sáp hoặc trầm sáp","môi lưỡi tím tối, có thể có khối tích. Lưỡi tím tối hoặc có điểm ứ huyết ban ứ; mạch huyền sáp hoặc trầm sáp",,Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất, Cát cánh, Sài hồ, Chỉ xác, Cam thảo"
Trường ung,Khí trệ huyết ứ,,"Bụng dưới bên phải đau chướng, ấn đau cự án, thường đau quanh rốn rồi khu trú xuống hố chậu phải, đau tăng khi co chân phải, kèm chán ăn, buồn nôn, có thể sốt nhẹ, đại tiện bình thường hoặc táo nhẹ. Chất lưỡi hồng hoặc hồng nhợt, rêu lưỡi trắng mỏng hoặc trắng nhớt; mạch huyền khẩn hoặc huyền hoạt","đại tiện bình thường hoặc táo nhẹ. Chất lưỡi hồng hoặc hồng nhợt, rêu lưỡi trắng mỏng hoặc trắng nhớt; mạch huyền khẩn hoặc huyền hoạt",,Đại hoàng mẫu đơn thang gia giảm (phối hợp Hồng đằng tiễn),"Đại hoàng, Mẫu đơn bì, Đào nhân, Đông qua nhân (Đông qua tử), Mang tiêu, Hồng đằng, Bại tương thảo, Diên hồ sách (Huyền hồ), Mộc hương"
Trường ung,Thấp nhiệt,,"Bụng dưới bên phải đau nhiều, cự án rõ, cơ bụng căng cứng, sốt vừa, miệng khô đắng, buồn nôn nôn, đại tiện bí kết hoặc lỏng dính không thông sảng, tiểu tiện vàng đỏ. Chất lưỡi đỏ, rêu lưỡi vàng nhớt ; mạch huyền sác hoặc hoạt sác","tiểu tiện vàng đỏ. Chất lưỡi đỏ, rêu lưỡi vàng nhớt ; mạch huyền sác hoặc hoạt sác",,Đại hoàng mẫu đơn thang hợp Hồng đằng tiễn gia giảm,"Đại hoàng, Mẫu đơn bì, Đào nhân, Đông qua nhân (Đông qua tử), Mang tiêu, Hồng đằng, Bại tương thảo, Bồ công anh, Kim ngân hoa, Xích thược, Hoàng liên"
Trường ung,Nhiệt độc,,"Bụng dưới bên phải đau kịch liệt, ấn đau cự án dữ dội, bụng cứng như tảng, có thể sờ thấy khối, sốt cao liên tục hoặc sốt rét, mặt đỏ môi khô, khát nước, ra mồ hôi, đại tiện táo bí, tiểu vàng sẫm; trường hợp nặng có thể phiền táo, thần hôn. Chất lưỡi đỏ giáng, rêu lưỡi vàng khô hoặc vàng dày nhớt; mạch hồng sác hoặc hoạt sác","thần hôn. Chất lưỡi đỏ giáng, rêu lưỡi vàng khô hoặc vàng dày nhớt; mạch hồng sác hoặc hoạt sác",,Đại hoàng mẫu đơn thang hợp Hồng đằng tiễn hợp Ngũ vị tiêu độc ẩm gia giảm,"Đại hoàng, Mẫu đơn bì, Đào nhân, Đông qua nhân (Đông qua tử), Mang tiêu, Hồng đằng, Bại tương thảo, Kim ngân hoa, Bồ công anh, Tử hoa địa đinh, Dã cúc hoa, Thiên quỳ tử, Liên kiều, Xuyên sơn giáp, Tạo giác thích"
Đinh sang,Nhiệt độc uẩn kết,,"Đinh sang mới phát ở đầu, mặt hoặc tay chân, ban đầu như hạt kê, cứng chắc, đầu trắng hoặc vàng, chân sâu như đinh đóng, gốc cứng, sưng nóng đỏ đau tại chỗ, đau nhức; kèm phát sốt nhẹ, sợ lạnh, đau đầu, miệng khô. Lưỡi đỏ, rêu vàng mỏng. Mạch sác","miệng khô. Lưỡi đỏ, rêu vàng mỏng. Mạch sác",,Ngũ vị tiêu độc ẩm,"Kim ngân hoa, Bồ công anh, Tử hoa địa đinh, Dã cúc hoa, Tử bối thiên quỳ tử"
Đinh sang,Hỏa độc xí thịnh,,"Đinh sang sưng to lan rộng, đỏ tía nóng rát, đau nhức dữ dội, chân đinh cứng sâu, đầu mưng mủ; kèm sốt cao, phiền khát muốn uống nước lạnh, tâm phiền, đại tiện táo kết, tiểu tiện vàng đỏ, có thể mê sảng. Lưỡi đỏ, rêu vàng khô hoặc vàng dày. Mạch hồng sác hoặc hoạt sác","có thể mê sảng. Lưỡi đỏ, rêu vàng khô hoặc vàng dày. Mạch hồng sác hoặc hoạt sác",,Hoàng liên giải độc thang hợp Ngũ vị tiêu độc ẩm,"Hoàng liên, Hoàng cầm, Hoàng bá, Chi tử, Kim ngân hoa, Bồ công anh, Tử hoa địa đinh, Dã cúc hoa, Tử bối thiên quỳ tử"
Đinh sang,Tẩu hoàng,,"Chỗ đinh sang đột nhiên tối sạm, sưng lan tràn nhanh không có ranh giới, đầu đinh lõm hãm thâm đen, chân đinh cứng, kèm sốt cao rét run, đau đầu phiền táo, thần chí lơ mơ mê sảng hoặc hôn mê, miệng khát, có thể phát ban chẩn xuất huyết dưới da, buồn nôn nôn mửa. Lưỡi hồng giáng, rêu vàng khô hoặc rêu xám đen. Mạch hồng sác hoặc tế sác","buồn nôn nôn mửa. Lưỡi hồng giáng, rêu vàng khô hoặc rêu xám đen. Mạch hồng sác hoặc tế sác",,"Hoàng liên giải độc thang hợp Ngũ vị tiêu độc ẩm gia giảm (thanh doanh lương huyết, gia Tê giác/Thủy ngưu giác)","Hoàng liên, Hoàng cầm, Hoàng bá, Chi tử, Kim ngân hoa, Bồ công anh, Tử hoa địa đinh, Dã cúc hoa, Tử bối thiên quỳ tử, Thủy ngưu giác (thay Tê giác), Sinh địa, Đan bì, Xích thược, Huyền sâm"
Nhũ phích,Can uất đàm ngưng,"vú, tuyến vú, đau vú, sưng vú, cục ở vú, núm vú, tắc sữa, áp xe vú","Vú xuất hiện khối cục dạng hạt, ranh giới rõ, sờ như hòn cuội, đẩy di động được, da phía trên không đỏ không nóng, không đau hoặc đau tức nhẹ; khối cục có thể sưng to lên theo cảm xúc tinh thần, kèm ngực sườn đầy tức, hay thở dài, tinh thần uất ức dễ cáu gắt, kinh nguyệt không đều, hông sườn trướng đau. Chất lưỡi hồng nhạt hoặc rêu trắng mỏng nhớt, mạch huyền hoạt",hông sườn trướng đau. Chất lưỡi hồng nhạt hoặc rêu trắng mỏng nhớt,mạch huyền hoạt,Tiêu dao tán hợp Tứ hải thư uất hoàn,"Sài hồ, Đương quy, Bạch thược, Bạch truật, Phục linh, Cam thảo, Bạc hà, Sinh khương, Hải tảo, Côn bố, Hải cáp xác, Hải phiêu tiêu, Hải đới, Thanh mộc hương, Trần bì, Bối mẫu"
Nhũ phích,Xung Nhâm thất điều,"vú, tuyến vú, đau vú, sưng vú, cục ở vú, núm vú, tắc sữa, áp xe vú","Khối cục ở vú to nhỏ thay đổi theo chu kỳ kinh nguyệt, trước kỳ kinh vú trướng đau khối cục to lên, sau kỳ kinh giảm nhẹ; khối cục mềm, ranh giới không rõ, sờ có cảm giác lổn nhổn; kèm kinh nguyệt không đều, lượng kinh ít sắc nhạt, đau lưng mỏi gối, tinh thần mệt mỏi, chất người gầy, có thể sạm da vùng mặt. Chất lưỡi nhạt, rêu trắng mỏng, mạch trầm tế hoặc tế nhược","có thể sạm da vùng mặt. Chất lưỡi nhạt, rêu trắng mỏng",mạch trầm tế hoặc tế nhược,Nhị tiên thang hợp Tứ vật thang,"Tiên mao, Tiên linh tỳ (Dâm dương hoắc), Ba kích thiên, Đương quy, Tri mẫu, Hoàng bá, Thục địa, Bạch thược, Xuyên khung"
Nhũ lao,Khí trệ đàm ngưng,"vú, tuyến vú, đau vú, sưng vú, cục ở vú, núm vú, tắc sữa, áp xe vú","Giai đoạn đầu bệnh, vú xuất hiện khối cứng một hoặc nhiều cục, ranh giới không rõ, ấn không đau rõ hoặc đau nhẹ, da bên ngoài không đỏ không nóng, khối lâu ngày không tan; kèm ngực sườn đầy tức, tinh thần uất ức, ăn kém; toàn thân chưa có triệu chứng rõ. Chất lưỡi nhạt hoặc lưỡi hồng, rêu lưỡi trắng mỏng hoặc trắng nhớt; mạch huyền hoạt hoặc huyền tế","ăn kém; toàn thân chưa có triệu chứng rõ. Chất lưỡi nhạt hoặc lưỡi hồng, rêu lưỡi trắng mỏng hoặc trắng nhớt; mạch huyền hoạt hoặc huyền tế",,Khai uất hóa đàm thang (gia giảm) hợp Tiêu dao tán,"Sài hồ, Bạch thược, Đương quy, Bạch truật, Phục linh, Cam thảo, Trần bì, Bán hạ, Hương phụ, Uất kim, Bối mẫu (Xuyên bối mẫu), Côn bố, Hạ khô thảo, Bạc hà, Sinh khương"
Nhũ lao,Âm hư đàm nhiệt,"vú, tuyến vú, đau vú, sưng vú, cục ở vú, núm vú, tắc sữa, áp xe vú","Bệnh tiến triển, khối vú mềm dần hóa mủ, da hơi đỏ, ấn có cảm giác lùng nhùng, vỡ mủ chảy ra loãng lẫn chất bã đậu, miệng lở khó liền, hình thành lỗ rò; kèm triều nhiệt về chiều, đạo hãn, hai gò má đỏ, ngũ tâm phiền nhiệt, ho khan, họng khô, người gầy sút. Chất lưỡi đỏ, ít rêu hoặc rêu vàng mỏng; mạch tế sác","người gầy sút. Chất lưỡi đỏ, ít rêu hoặc rêu vàng mỏng; mạch tế sác",,Thanh cốt tán hợp Nhị trần thang (gia giảm),"Ngân sài hồ, Hồ hoàng liên, Tần giao, Miết giáp, Địa cốt bì, Thanh hao, Tri mẫu, Cam thảo, Trần bì, Bán hạ, Phục linh, Bối mẫu, Hạ khô thảo, Huyền sâm, Sinh địa"
Nhũ lao,Khí huyết lưỡng hư,"vú, tuyến vú, đau vú, sưng vú, cục ở vú, núm vú, tắc sữa, áp xe vú","Bệnh ở giai đoạn muộn hoặc sau vỡ mủ lâu ngày, lỗ rò chảy mủ trong loãng dai dẳng không dứt, miệng vết loét sắc nhợt, cơ nhục khó mọc, lâu không liền miệng; kèm sắc mặt trắng bệch hoặc vàng úa, tinh thần mệt mỏi, đoản hơi ngại nói, ăn kém, tự hãn, người gầy, chóng mặt hồi hộp. Chất lưỡi nhạt bệu, rêu lưỡi trắng mỏng; mạch tế nhược","chóng mặt hồi hộp. Chất lưỡi nhạt bệu, rêu lưỡi trắng mỏng; mạch tế nhược",,Thập toàn đại bổ thang (gia giảm),"Nhân sâm (Đảng sâm), Bạch truật, Phục linh, Cam thảo, Đương quy, Xuyên khung, Bạch thược, Thục địa, Hoàng kỳ, Nhục quế, Sinh khương, Đại táo"
Hậu môn lậu (rò hậu môn),Thấp nhiệt hạ chú,"hậu môn, lòi dom, trĩ, thoát giang","Quanh hậu môn sưng đau, cục bộ nóng đỏ, chảy mủ vàng đặc hôi, lượng nhiều, lỗ rò tiết dịch không dứt; kèm hậu môn nóng rát nặng trệ, đại tiện bí kết hoặc dính nhớt, tiểu tiện vàng đỏ, người mệt nặng nề, có thể sốt. Chất lưỡi đỏ, rêu lưỡi vàng nhớt . Mạch hoạt sác hoặc nhu sác","có thể sốt. Chất lưỡi đỏ, rêu lưỡi vàng nhớt . Mạch hoạt sác hoặc nhu sác",,"Nhị diệu tán hợp Tỳ giải thẩm thấp thang gia giảm (thanh nhiệt lợi thấp, tiêu thũng bài nùng)","Thương truật, Hoàng bá, Tỳ giải, Ý dĩ nhân, Xích phục linh, Trạch tả, Hoạt thạch, Đơn bì, Thông thảo, Hoàng liên, Kim ngân hoa, Bồ công anh"
Hậu môn lậu (rò hậu môn),Âm hư nội nhiệt,"hậu môn, lòi dom, trĩ, thoát giang","Lỗ rò lâu ngày không liền, tiết dịch mủ loãng ít mà dai dẳng, miệng lỗ rò sắc nhợt hoặc âm ỉ; kèm triều nhiệt về chiều, đạo hãn, lòng bàn tay bàn chân nóng, gò má đỏ, họng khô miệng ráo, người gầy, có thể ho khan . Chất lưỡi đỏ ít rêu hoặc rêu ít mà khô. Mạch tế sác",có thể ho khan . Chất lưỡi đỏ ít rêu hoặc rêu ít mà khô. Mạch tế sác,,"Thanh cốt tán hợp Tần cửu miết giáp tán gia giảm (dưỡng âm thanh nhiệt, thác lý sinh cơ)","Ngân sài hồ, Địa cốt bì, Thanh hao, Miết giáp, Tần cửu, Tri mẫu, Hồ hoàng liên, Đương quy, Sinh địa hoàng, Cam thảo, Ô mai"
Hậu môn lậu (rò hậu môn),Khí huyết lưỡng hư,"hậu môn, lòi dom, trĩ, thoát giang","Lỗ rò kéo dài không liền miệng, dịch mủ trong loãng, lượng ít, miệng vết loét sắc nhợt, cơ nhục khó mọc ; kèm sắc mặt trắng bệch hoặc vàng úa, tinh thần mệt mỏi, đoản hơi biếng nói, tự hãn, tim hồi hộp mất ngủ, ăn kém, đại tiện lỏng nát. Chất lưỡi nhợt, rêu lưỡi trắng mỏng, thể lưỡi bệu có hằn răng. Mạch tế nhược","đại tiện lỏng nát. Chất lưỡi nhợt, rêu lưỡi trắng mỏng, thể lưỡi bệu có hằn răng. Mạch tế nhược",,"Thác lý tiêu độc tán (bổ ích khí huyết, thác độc sinh cơ)","Nhân sâm, Hoàng kỳ, Bạch truật, Phục linh, Đương quy, Xuyên khung, Bạch thược, Kim ngân hoa, Bạch chỉ, Cát cánh, Tạo giác thích, Cam thảo"
Hậu môn nứt kẽ,Huyết nhiệt trường táo,"hậu môn, lòi dom, trĩ, thoát giang","Đại tiện táo kết, phân khô cứng, mấy ngày mới đi một lần; khi đại tiện hậu môn đau rát dữ dội, có máu tươi nhỏ giọt hoặc dính trên phân; kèm miệng khô họng ráo, thích uống nước mát, tiểu vàng, bụng đầy trướng, hôi miệng. Chất lưỡi đỏ, rêu lưỡi vàng khô . Mạch hoạt sác","hôi miệng. Chất lưỡi đỏ, rêu lưỡi vàng khô . Mạch hoạt sác",,Lương huyết địa hoàng thang gia giảm,"Sinh địa, Đương quy, Xích thược, Hoàng liên, Hoàng cầm, Chi tử, Địa du, Hòe hoa, Kinh giới (sao), Thăng ma, Cam thảo"
Hậu môn nứt kẽ,Âm hư tân khuy,"hậu môn, lòi dom, trĩ, thoát giang","Đại tiện khô kết như phân dê, khó đi, hậu môn khô rát, nứt kẽ lâu ngày khó liền miệng; đại tiện ra máu tươi lượng ít; kèm ngũ tâm phiền nhiệt, miệng khô họng táo, đêm ngủ ra mồ hôi trộm, người gầy, hai gò má đỏ, chóng mặt ù tai. Chất lưỡi đỏ ít tân dịch, rêu lưỡi ít hoặc bóc mai . Mạch tế sác","chóng mặt ù tai. Chất lưỡi đỏ ít tân dịch, rêu lưỡi ít hoặc bóc mai . Mạch tế sác",,Tăng dịch thang gia giảm (hợp Nhuận trường hoàn),"Huyền sâm, Mạch môn, Sinh địa, Hỏa ma nhân, Đương quy, Sinh hà thủ ô, Bạch thược, Ngọc trúc, Thạch hộc, Đào nhân, Cam thảo"
Hậu môn nứt kẽ,Khí trệ huyết ứ,"hậu môn, lòi dom, trĩ, thoát giang","Vết nứt hậu môn lâu ngày, mép nứt sắc tím sẫm, đáy cứng, có da thừa sinh ra ngoài; khi đại tiện đau chói kéo dài như dao cắt, sau đại tiện đau càng tăng, kéo dài hàng giờ; ra máu sắc tối, lượng ít; kèm hậu môn co thắt, tức trướng. Chất lưỡi tím tối hoặc có điểm ứ huyết, rêu lưỡi trắng hoặc mỏng vàng. Mạch huyền sáp","tức trướng. Chất lưỡi tím tối hoặc có điểm ứ huyết, rêu lưỡi trắng hoặc mỏng vàng. Mạch huyền sáp",,Đào hồng tứ vật thang gia giảm,"Đào nhân, Hồng hoa, Đương quy, Xích thược, Xuyên khung, Sinh địa, Chỉ xác, Hương phụ, Ô dược, Địa du, Hòe hoa, Cam thảo"
